Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
#1030,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 13:01:08 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1029,jaxon@zonos.com,paid,2023-01-18 12:52:35 -0500,unfulfilled,,no,USD,50.00,95.55,0.00,145.55,bogo,50.00,UPS Standard Duties & Taxes Included,2023-01-18 12:52:34 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,r6DeW6RQmgHudQn2h4Usd2lHY,0.00,Jaxons Soda shop,5253381783860,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,r6DeW6RQmgHudQn2h4Usd2lHY,,,r6DeW6RQmgHudQn2h4Usd2lHY
#1029,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 12:52:34 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1028,jaxon@zonos.com,paid,2023-01-18 12:48:51 -0500,unfulfilled,,no,USD,50.00,95.55,0.00,50.00,"bogo, ship",145.55,UPS Standard Duties & Taxes Included,2023-01-18 12:48:50 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rjfPriSjQ0grlYFtLfkIWvOKV,0.00,Jaxons Soda shop,5253376180532,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rjfPriSjQ0grlYFtLfkIWvOKV,,,rjfPriSjQ0grlYFtLfkIWvOKV
#1028,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 12:48:50 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1027,jaxon@zonos.com,paid,2023-01-18 12:46:56 -0500,unfulfilled,,no,USD,50.00,95.55,0.00,50.00,"bogo, ship",145.55,UPS Standard Duties & Taxes Included,2023-01-18 12:46:55 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rC8LBO6MHbgidlItAgHzbohG7,0.00,Jaxons Soda shop,5253373329716,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rC8LBO6MHbgidlItAgHzbohG7,,,rC8LBO6MHbgidlItAgHzbohG7
#1027,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 12:46:55 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1026,jaxon@zonos.com,paid,2023-01-18 12:45:06 -0500,unfulfilled,,no,USD,50.00,95.55,0.00,50.00,"bogo, ship",145.55,UPS Standard Duties & Taxes Included,2023-01-18 12:45:05 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,roVmckPUPGqqRoejl1qx8xjo0,0.00,Jaxons Soda shop,5253370904884,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,roVmckPUPGqqRoejl1qx8xjo0,,,roVmckPUPGqqRoejl1qx8xjo0
#1026,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 12:45:05 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1025,jaxon@zonos.com,paid,2023-01-18 12:24:19 -0500,unfulfilled,,no,USD,50.00,95.56,0.00,50.00,"bogo, ship",145.56,UPS Standard Duties & Taxes Included,2023-01-18 12:24:18 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rodxzqUDUzMHARVCzAcnCyD9t,0.00,Jaxons Soda shop,5253342429492,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rodxzqUDUzMHARVCzAcnCyD9t,,,rodxzqUDUzMHARVCzAcnCyD9t
#1025,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 12:24:18 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1024,jaxon@zonos.com,paid,2023-01-18 12:05:54 -0500,unfulfilled,,no,USD,50.00,95.61,0.00,50.00,"bogo, ship",145.61,UPS Standard Duties & Taxes Included,2023-01-18 12:05:52 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rfFxJoXAJGuTwDMRSKyoS8eFE,0.00,Jaxons Soda shop,5253316280628,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rfFxJoXAJGuTwDMRSKyoS8eFE,,,rfFxJoXAJGuTwDMRSKyoS8eFE
#1024,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 12:05:52 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1023,jaxon@zonos.com,paid,2023-01-18 11:58:30 -0500,unfulfilled,,no,USD,50.00,95.61,0.00,50.00,"bogo, ship",145.61,UPS Standard Duties & Taxes Included,2023-01-18 11:58:29 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rLt154pWmo4XN8H5UBQW4IoGU,0.00,Jaxons Soda shop,5253306286388,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rLt154pWmo4XN8H5UBQW4IoGU,,,rLt154pWmo4XN8H5UBQW4IoGU
#1023,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 11:58:29 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1022,jaxon@zonos.com,paid,2023-01-18 11:56:41 -0500,unfulfilled,,no,USD,50.00,95.61,0.00,50.00,"bogo, ship",145.61,UPS Standard Duties & Taxes Included,2023-01-18 11:56:40 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,r5s45ZEUQGWhrZNm7y50ukV0v,0.00,Jaxons Soda shop,5253303796020,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,r5s45ZEUQGWhrZNm7y50ukV0v,,,r5s45ZEUQGWhrZNm7y50ukV0v
#1022,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 11:56:40 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1021,jaxon@zonos.com,paid,2023-01-18 11:54:21 -0500,unfulfilled,,no,USD,50.00,95.61,0.00,50.00,"bogo, ship",145.61,UPS Standard Duties & Taxes Included,2023-01-18 11:54:20 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rV20IabFLIXI6NWNj8m1tkKdH,0.00,Jaxons Soda shop,5253300388148,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rV20IabFLIXI6NWNj8m1tkKdH,,,rV20IabFLIXI6NWNj8m1tkKdH
#1021,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 11:54:20 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1020,jaxon@zonos.com,paid,2023-01-18 11:45:34 -0500,unfulfilled,,no,USD,50.00,95.63,0.00,50.00,"bogo, ship",145.63,UPS Standard Duties & Taxes Included,2023-01-18 11:45:33 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rfIvXxcj7l0k4dY03VIBHaJpJ,0.00,Jaxons Soda shop,5253288722740,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rfIvXxcj7l0k4dY03VIBHaJpJ,,,rfIvXxcj7l0k4dY03VIBHaJpJ
#1020,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 11:45:33 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1019,jaxon@zonos.com,paid,2023-01-18 11:43:21 -0500,unfulfilled,,no,USD,50.00,95.63,0.00,50.00,"bogo, ship",145.63,UPS Standard Duties & Taxes Included,2023-01-18 11:43:20 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rZefvw3ePoWL6FS8ehpDHc4qz,0.00,Jaxons Soda shop,5253285806388,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rZefvw3ePoWL6FS8ehpDHc4qz,,,rZefvw3ePoWL6FS8ehpDHc4qz
#1019,jaxon@zonos.com,,,,,,,,,,,,,,2023-01-18 11:43:20 -0500,1,Case of Coca-Cola,50.00,"",123412341234,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaxons Soda shop,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1018,jaxon@zonos.com,paid,2023-01-18 11:09:43 -0500,unfulfilled,,no,USD,45.00,82.26,0.00,45.00,"coke, ship",87.26,UPS Standard Duties & Taxes Included,2023-01-18 11:09:43 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rrrYWzacDCEjfy50P0Lk14xRP,0.00,Jaxons Soda shop,5253243339060,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rrrYWzacDCEjfy50P0Lk14xRP,,,rrrYWzacDCEjfy50P0Lk14xRP
#1017,jaxon@zonos.com,paid,2023-01-18 11:04:16 -0500,unfulfilled,,no,USD,45.00,82.26,0.00,45.00,"coke, ship",87.26,UPS Standard Duties & Taxes Included,2023-01-18 11:04:15 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rqFSSIvcAaUyoYSQBMSPgvUM4,0.00,Jaxons Soda shop,5253236621620,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rqFSSIvcAaUyoYSQBMSPgvUM4,,,rqFSSIvcAaUyoYSQBMSPgvUM4
#1016,jaxon@zonos.com,paid,2023-01-18 11:02:18 -0500,unfulfilled,,no,USD,45.00,82.26,0.00,45.00,"coke, ship",87.26,UPS Standard Duties & Taxes Included,2023-01-18 11:02:17 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rVgChbrbDq4BUUKuDiEZNKXvD,0.00,Jaxons Soda shop,5253233803572,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rVgChbrbDq4BUUKuDiEZNKXvD,,,rVgChbrbDq4BUUKuDiEZNKXvD
#1015,jaxon@zonos.com,paid,2023-01-17 19:48:26 -0500,unfulfilled,,no,USD,45.00,82.27,0.00,45.00,"coke, ship",87.27,UPS Standard Duties & Taxes Included,2023-01-17 19:48:25 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rPdIQL3LUimK0ygBxvkLhE1cQ,0.00,Jaxons Soda shop,5252227301684,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rPdIQL3LUimK0ygBxvkLhE1cQ,,,rPdIQL3LUimK0ygBxvkLhE1cQ
#1014,jaxon@zonos.com,paid,2023-01-17 18:58:06 -0500,unfulfilled,,no,USD,90.00,95.70,0.00,185.70,coke,10.00,UPS Standard Duties & Taxes Included,2023-01-17 18:58:05 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rVOwGYAGQ5oZHfQgzJKcx4zp4,0.00,Jaxons Soda shop,5252174610740,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rVOwGYAGQ5oZHfQgzJKcx4zp4,,,rVOwGYAGQ5oZHfQgzJKcx4zp4
#1013,jaxon@zonos.com,paid,2023-01-17 18:55:17 -0500,unfulfilled,,no,USD,90.00,95.70,0.00,185.70,coke,10.00,UPS Standard Duties & Taxes Included,2023-01-17 18:55:16 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,ruv46taY5NUFyobryBTFtI7P5,0.00,Jaxons Soda shop,5252171399476,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,ruv46taY5NUFyobryBTFtI7P5,,,ruv46taY5NUFyobryBTFtI7P5
#1012,jaxon@zonos.com,paid,2023-01-17 18:50:40 -0500,unfulfilled,,no,USD,90.00,95.70,0.00,185.70,coke,10.00,UPS Standard Duties & Taxes Included,2023-01-17 18:50:38 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,r95p8RddX9S0TjIRKWcEIWtcm,0.00,Jaxons Soda shop,5252166385972,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,r95p8RddX9S0TjIRKWcEIWtcm,,,r95p8RddX9S0TjIRKWcEIWtcm
#1011,jaxon@zonos.com,paid,2023-01-17 18:37:35 -0500,unfulfilled,,no,USD,90.00,95.70,0.00,185.70,coke,10.00,UPS Standard Duties & Taxes Included,2023-01-17 18:37:34 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rYpC3uL0H7bySK7D9Fx9XDQzl,0.00,Jaxons Soda shop,5252152197428,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rYpC3uL0H7bySK7D9Fx9XDQzl,,,rYpC3uL0H7bySK7D9Fx9XDQzl
#1010,jaxon@zonos.com,paid,2023-01-17 18:20:37 -0500,unfulfilled,,no,USD,90.00,95.70,0.00,185.70,coke,10.00,UPS Standard Duties & Taxes Included,2023-01-17 18:20:37 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rh4eMcQw2B5raZhew1PTntslW,0.00,Jaxons Soda shop,5252135190836,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rh4eMcQw2B5raZhew1PTntslW,,,rh4eMcQw2B5raZhew1PTntslW
#1009,jaxon@zonos.com,paid,2023-01-17 18:12:30 -0500,unfulfilled,,no,USD,90.00,95.70,0.00,185.70,coke,10.00,UPS Standard Duties & Taxes Included,2023-01-17 18:12:29 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,r1j07EzamZNRoOeL443hJmxMr,0.00,Jaxons Soda shop,5252126834996,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,r1j07EzamZNRoOeL443hJmxMr,,,r1j07EzamZNRoOeL443hJmxMr
#1008,jaxon@zonos.com,paid,2023-01-17 18:10:29 -0500,unfulfilled,,no,USD,90.00,95.70,0.00,185.70,coke,10.00,UPS Standard Duties & Taxes Included,2023-01-17 18:10:28 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rDWFuj2yBgUxFuBTOd1PnF09v,0.00,Jaxons Soda shop,5252124705076,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rDWFuj2yBgUxFuBTOd1PnF09v,,,rDWFuj2yBgUxFuBTOd1PnF09v
#1007,jaxon@zonos.com,paid,2023-01-17 17:51:51 -0500,unfulfilled,,no,USD,90.00,95.70,0.00,185.70,coke,10.00,UPS Standard Duties & Taxes Included,2023-01-17 17:51:50 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rDETDscbeodVUkft53AemYNHd,0.00,Jaxons Soda shop,5252104945972,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rDETDscbeodVUkft53AemYNHd,,,rDETDscbeodVUkft53AemYNHd
#1006,jaxon@zonos.com,paid,2023-01-17 17:48:33 -0500,unfulfilled,,no,USD,135.00,123.42,0.00,258.42,coke,15.00,UPS Standard Duties & Taxes Included,2023-01-17 17:48:32 -0500,3,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rsfgwtudjIuicEVPbu6pH1zKm,0.00,Jaxons Soda shop,5252101275956,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rsfgwtudjIuicEVPbu6pH1zKm,,,rsfgwtudjIuicEVPbu6pH1zKm
#1005,jaxon@zonos.com,paid,2023-01-17 17:39:13 -0500,unfulfilled,,no,USD,90.00,95.70,0.00,185.70,coke,10.00,UPS Standard Duties & Taxes Included,2023-01-17 17:39:12 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rcyA218DCSHsRZcx6gziUql4k,0.00,Jaxons Soda shop,5252090888500,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rcyA218DCSHsRZcx6gziUql4k,,,rcyA218DCSHsRZcx6gziUql4k
#1004,jaxon@zonos.com,paid,2023-01-17 16:48:56 -0500,unfulfilled,,no,USD,90.00,95.69,0.00,185.69,coke,10.00,UPS Standard Duties & Taxes Included,2023-01-17 16:48:55 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rQNOQFpfx1PpXyMr3BBZgFwjS,0.00,Jaxons Soda shop,5252035182900,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rQNOQFpfx1PpXyMr3BBZgFwjS,,,rQNOQFpfx1PpXyMr3BBZgFwjS
#1003,jaxon@zonos.com,paid,2023-01-17 16:33:20 -0500,unfulfilled,,no,USD,90.00,95.69,0.00,90.00,"coke, ship",105.69,UPS Standard Duties & Taxes Included,2023-01-17 16:33:19 -0500,2,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P0,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P0,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,,"",,(for testing) Bogus Gateway,rOVkRRCDlViJNWbmJIxLfXobo,0.00,Jaxons Soda shop,5252017750324,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rOVkRRCDlViJNWbmJIxLfXobo,,,rOVkRRCDlViJNWbmJIxLfXobo
#1002,jaxon@zonos.com,paid,2023-01-17 16:30:39 -0500,unfulfilled,,no,USD,45.00,82.27,0.00,127.27,coke,5.00,UPS Standard Duties & Taxes Included,2023-01-17 16:30:39 -0500,1,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon Porter,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$41.90 shipping, $40.37 duties and taxes","Duty: $0.00
Tax: $6.00
Carrier Fees: $34.37
Shipping: $41.90",,(for testing) Bogus Gateway,rspuCk9HqvGb8L8lVaqBUq9HV,0.00,Jaxons Soda shop,5252014571828,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rspuCk9HqvGb8L8lVaqBUq9HV,,,rspuCk9HqvGb8L8lVaqBUq9HV
#1001,jaxon@zonos.com,paid,2023-01-17 16:19:33 -0500,unfulfilled,,no,USD,150.00,203.62,0.00,353.62,"",0.00,UPS Expedited  Duties & Taxes Included,2023-01-17 16:19:33 -0500,3,Case of Coca-Cola,50.00,,123412341234,true,true,pending,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,Jaxon P,2162 Tolmie Street,2162 Tolmie Street,,,Vancouver,V6R 1V6,BC,CA,,"$163.15 shipping, $40.47 duties and taxes","Duty: $0.00
Tax: $18.00
Carrier Fees: $22.47
Shipping: $163.15",,(for testing) Bogus Gateway,rJ0IhGOoCUwTuKRtO7bxRnv8K,0.00,Jaxons Soda shop,5252001628468,"",Low,web,0.00,,,,,,,,,,,,,,British Columbia,British Columbia,rJ0IhGOoCUwTuKRtO7bxRnv8K,,,rJ0IhGOoCUwTuKRtO7bxRnv8K
